,Name,Movie_ID,Rating,Duration,Description,Release_Date,Total_Revenue
0,Mesh Ana,2060425,0,pre-production,,,
1,Bab Maazoul,2060069,0,30 minutes,,,
2,Ashbah Europa,2059298,0,Unreleased,"A wife gives birth to sextuplets, forcing the husband to sell three of their children due to poverty. When the wife finds out, she decides to leave her husband and travel abroad and many conflicts...Read more",,
3,Al-Baa’d La Yazhab L Al-Ma’zoun Maratayen,2058957,0,100 minutes,"A comedy that revolves around the experience of marriage, and if husbands can go back in time will they marry their wives again?",13 May,
4,Dido,2058234,0,96 minutes,"A comedy about Dido who plans with his friends to rob the rich scientist (Bayoumi Fouad), who discovers the matter and transforms them by one of his experiments into tom thumbs, which makes them...Read more",13 May,
5,Orfanelli's Hall,2068611,0,pre-production,,,
6,For Rent,2068366,0,85 minutes,"As Mukhtar lives in a rented apartment, he finds himself experiencing bizarre incidents that happen in the apartment every day, when he sees the figure of a girl named Ibtisam who looks like Laila,...Read more",,
7,في عز الضهر,2067595,0,pre-production,,,
8,The crime,2067574,0,pre-production,,,
9,mama hamil,2067020,0,pre-production,,,
10,السرب,2067013,0,Unreleased,,,
11,Waafet Reggala,2066560,8.9,120 minutes,"A comedy about a group of friends as they get reunited to help one of their own find his way out of major trouble. As the situation gets more complicated, they are forced to take a trip to a coastal...Read more",13 January,
12,ريتسا,2065450,0,in-production,,,
13,Thaneya Wahda,2065401,0,Unreleased,,,
14,تحت تهديد السلاح,2065225,0,pre-production,,,
15,أهل الكهف,2065010,0,pre-production,,,
16,Today Is A Beautiful Day,2065004,0,Unreleased,,,
17,Amar 14,2064895,0,Unreleased,The plot revolves around 5 different love stories.,,
18,30 مارس,2064843,0,Unreleased,,,
19,Before Forty,2064814,5.9,93 minutes,"As Moataz suffers from a strong trauma following the death of his mother, his aunt Sama thinks that he is a psychopath. But with repeated mysterious deaths in the family, it turns out that Moataz has...Read more",3 February,
20,Ahmed Noterdame,2061752,0,Unreleased,,,
21,El Ens w Al Nems,2061350,0,Unreleased,,,
22,SaherElnesaa,2060752,0,120 minutes,,,
23,Shaw-ming,2060630,6.8,90 minutes,,3 February,
24,يوم 13,2060584,0,Unreleased,"A suspense horror thriller, filmed in 3D.",,
25,Mesh Ana,2060425,0,pre-production,,,
26,Bab Maazoul,2060069,0,30 minutes,,,
27,Ashbah Europa,2059298,0,Unreleased,"A wife gives birth to sextuplets, forcing the husband to sell three of their children due to poverty. When the wife finds out, she decides to leave her husband and travel abroad and many conflicts...Read more",,
28,Al-Baa’d La Yazhab L Al-Ma’zoun Maratayen,2058957,0,100 minutes,"A comedy that revolves around the experience of marriage, and if husbands can go back in time will they marry their wives again?",13 May,
29,Dido,2058234,0,96 minutes,"A comedy about Dido who plans with his friends to rob the rich scientist (Bayoumi Fouad), who discovers the matter and transforms them by one of his experiments into tom thumbs, which makes them...Read more",13 May,
30,Elankabot,2058180,0,Unreleased,"An action thriller that revolves around a dangerous drug dealer, who is able to manufacture new drugs and sells them but falls into many problems and is chased by the police.",,
31,سقراط ونبيلة,2055990,0,in-production,,,
32,Aeaza Alwalad,2055450,6.5,Released,,,
33,Mako,2055208,0,Unreleased,,,
34,Mousa,2054540,0,Unreleased,"An engineering college student invents the first of its kind robot in the Middle East, in an attempt to avenge his father's death and achieve justice, which gets him pursued by the authorities.",,
35,Taslim 'ahali,2052179,0,in-production,Events take place in a social comic framework.,,
36,Al-'Aref - Awdet Younis,2049137,0,110 minutes,"The film tackles cybercrime through the story of Younis, a man who lives with his wife and their baby girl, as he decides to rob a bank through the internet, but then finds himself chased by a...Read more",12 May,
37,Top Secret,2046868,0,Unreleased,A dramatization of the turbulent political circumstances in Egypt between the 25th of January revolution in 2011 and the 30th of June revolution in 2013,,
38,Virus,2067115,6.2,85 minutes,"The story follows the young man Hamza who is in his senior year at the university, whose life is disrupted by a mysterious person. As he finds himself and his friends being haunted by a curse.",25 November,
39,I am afraid to forget your face,2066792,5.6,15 minutes,,18 February,
40,Bloodline,2066608,4.3,92 minutes,,30 October,
41,Luxor,2066402,5,85 minutes,"The British aid worker Hana tries to get over her dark past by visiting the ancient city of Luxor, where she meets her ex-lover Sultan, but she finds herself torn between a troubling past and an...Read more",27 January,
42,Amar,2065948,0,Unreleased,,,
43,El Khetta El Aayma,2065769,7.6,90 minutes,"A light comedy about a man who enlists the help of two people in order to steal important documents from a bank safe, which leads them to pick and train two clueless thieves to do the job.",6 October,
44,عيد جواز,2065488,0,in-production,,,
45,Orfanelli's Hall,2068611,0,pre-production,,,
46,For Rent,2068366,0,85 minutes,"As Mukhtar lives in a rented apartment, he finds himself experiencing bizarre incidents that happen in the apartment every day, when he sees the figure of a girl named Ibtisam who looks like Laila,...Read more",,
47,في عز الضهر,2067595,0,pre-production,,,
48,The crime,2067574,0,pre-production,,,
49,mama hamil,2067020,0,pre-production,,,
50,السرب,2067013,0,Unreleased,,,
51,Waafet Reggala,2066560,8.9,120 minutes,"A comedy about a group of friends as they get reunited to help one of their own find his way out of major trouble. As the situation gets more complicated, they are forced to take a trip to a coastal...Read more",13 January,
52,ريتسا,2065450,0,in-production,,,
53,Thaneya Wahda,2065401,0,Unreleased,,,
54,تحت تهديد السلاح,2065225,0,pre-production,,,
55,أهل الكهف,2065010,0,pre-production,,,
56,Today Is A Beautiful Day,2065004,0,Unreleased,,,
57,Amar 14,2064895,0,Unreleased,The plot revolves around 5 different love stories.,,
58,30 مارس,2064843,0,Unreleased,,,
59,Before Forty,2064814,5.9,93 minutes,"As Moataz suffers from a strong trauma following the death of his mother, his aunt Sama thinks that he is a psychopath. But with repeated mysterious deaths in the family, it turns out that Moataz has...Read more",3 February,
60,Ahmed Noterdame,2061752,0,Unreleased,,,
61,El Ens w Al Nems,2061350,0,Unreleased,,,
62,SaherElnesaa,2060752,0,120 minutes,,,
63,Shaw-ming,2060630,6.8,90 minutes,,3 February,
64,يوم 13,2060584,0,Unreleased,"A suspense horror thriller, filmed in 3D.",,
65,Mesh Ana,2060425,0,pre-production,,,
66,Bab Maazoul,2060069,0,30 minutes,,,
67,Ashbah Europa,2059298,0,Unreleased,"A wife gives birth to sextuplets, forcing the husband to sell three of their children due to poverty. When the wife finds out, she decides to leave her husband and travel abroad and many conflicts...Read more",,
68,Al-Baa’d La Yazhab L Al-Ma’zoun Maratayen,2058957,0,100 minutes,"A comedy that revolves around the experience of marriage, and if husbands can go back in time will they marry their wives again?",13 May,
69,Dido,2058234,0,96 minutes,"A comedy about Dido who plans with his friends to rob the rich scientist (Bayoumi Fouad), who discovers the matter and transforms them by one of his experiments into tom thumbs, which makes them...Read more",13 May,
70,Elankabot,2058180,0,Unreleased,"An action thriller that revolves around a dangerous drug dealer, who is able to manufacture new drugs and sells them but falls into many problems and is chased by the police.",,
71,سقراط ونبيلة,2055990,0,in-production,,,
72,Aeaza Alwalad,2055450,6.5,Released,,,
73,Mako,2055208,0,Unreleased,,,
74,Mousa,2054540,0,Unreleased,"An engineering college student invents the first of its kind robot in the Middle East, in an attempt to avenge his father's death and achieve justice, which gets him pursued by the authorities.",,
75,Taslim 'ahali,2052179,0,in-production,Events take place in a social comic framework.,,
76,Al-'Aref - Awdet Younis,2049137,0,110 minutes,"The film tackles cybercrime through the story of Younis, a man who lives with his wife and their baby girl, as he decides to rob a bank through the internet, but then finds himself chased by a...Read more",12 May,
77,Top Secret,2046868,0,Unreleased,A dramatization of the turbulent political circumstances in Egypt between the 25th of January revolution in 2011 and the 30th of June revolution in 2013,,
78,Virus,2067115,6.2,85 minutes,"The story follows the young man Hamza who is in his senior year at the university, whose life is disrupted by a mysterious person. As he finds himself and his friends being haunted by a curse.",25 November,
79,I am afraid to forget your face,2066792,5.6,15 minutes,,18 February,
80,Bloodline,2066608,4.3,92 minutes,,30 October,
81,Luxor,2066402,5,85 minutes,"The British aid worker Hana tries to get over her dark past by visiting the ancient city of Luxor, where she meets her ex-lover Sultan, but she finds herself torn between a troubling past and an...Read more",27 January,
82,Amar,2065948,0,Unreleased,,,
83,El Khetta El Aayma,2065769,7.6,90 minutes,"A light comedy about a man who enlists the help of two people in order to steal important documents from a bank safe, which leads them to pick and train two clueless thieves to do the job.",6 October,
84,عيد جواز,2065488,0,in-production,,,
85,3 in Trouble,2065277,3.9,Released,"The story follows three talented musicians who travel to Cairo to pursue their dreams in the field of music, but they face unfortunate consequences when they discover that they're smuggling drugs...Read more",16 July,
86,Guild Paper,2065192,5.5,90 minutes,"Umm Abdullah is a woman of humble origin, who lives in a local neighborhood and fends for her family by running a hairdresser's.",9 July,
87,Afreet Transit,2064980,4.3,90 minutes,"The story follows a drug dealer who is exposed to many problems after he becomes accused of murder, which drives him to try to prove his innocence and repent.",11 November,
88,Khan Tiuola,2064930,6.2,100 minutes,"The events take place in the 1940s during WWII inside a hotel in El-Alamein city, which is owned by a man who lives there with his family. But things take a turn with the arrival of a new guest who...Read more",2 December,
89,صالون هدى,2064893,0,Unreleased,,,
90,Saber w Rady,2064839,6.9,85 minutes,"As the paralyzed businessman named Rady decides to hire a caretaker to look after him, Saber applies for the job, and they get into many comedic situations.",30 December,
91,Souad,2064695,0,90 minutes,,,
92,saaet shetan,2061726,0,in-production,,,
93,Stockholm,2061637,0,Released,,27 February,
94,Al-Ghasala,2061519,6.2,110 minutes,"The fictional story of an advanced washing machine that's also a time-traveling machine. However, what it truly offers is conflicts and ironies that get imposed upon its users.",30 July,
95,حفلة 9,2061320,0,pre-production,,,
96,El-Hareth,2061237,4.6,97 minutes,"A couple's lives are upended after a fable is told to them during their honeymoon, about a moonless night where the devil searches for a bride.",13 August,
97,A Nose And Three Eyes,2061204,0,pre-production,,,
98,Barcode 615,2060692,0,pre-production,,,
99,Banat Sanawy,2060143,5.5,99 minutes,The story follows five teenage girls as they try to discover themselves but they face a lot of trouble and difficulties during high school.,6 January,
100,El Hoot El Azraq,2059698,6.7,83 minutes,"The film revolves around the ""Blue Whale Challenge"" game used by many young people and adolescents, after the spread of technology and the parents are too busy to look after their children...Read more",26 August,
101,سيدي بشر,2059465,0,pre-production,,,
102,Sundooq Al Dunya,2059355,5,90 minutes,The film follows the touching stories of various people struggling to survive in Downtown Cairo as they try to find balance in their lives and deal with its ups and downs.,19 February,
103,Sherit 6,2059281,0,in-production,"The events revolve around a psychiatrist who tries to solve youth issues, and through the crises they are exposed to in their daily lives, he finds that it is not an easy job.",,
104,Rima,2058816,7,90 minutes,The movie revolves around a young girl who has the ability to foresee events before they happen. Will this special ability that she possesses become a curse or a blessing for those around her?,23 December,
105,The Knight and The Princess,2058423,7.9,95 minutes,The story of the Arab knight Muhammad Bin Qasim Al-Thaqafi who rescued many women and children from pirates in the Indian Ocean. He entered a fierce war against King Dahr who was sharing the spoils...Read more,29 January,
106,Saheb El-Maqam,2058233,7,111 minutes,"When the young businessman Yehia goes through a crisis, he finds that his only hope is a mysterious holy woman named Rouh who starts to help him.",30 July,
107,King Size,2058218,5.8,in-production,,,
108,Hazr Tagaoul,2056313,6.9,96 minutes,"In the fall of 2013 after a curfew was imposed in Egypt, Faten is released after spending 20 years in prison for a horrific crime. She's forced to spend the night with her daughter Laila, who...Read more",4 December,
109,كنز مأمون المأذون,2055082,0,Released,,24 April,
110,Ra’s El Sana,2053987,5.1,100 minutes,"The events of the film takes place on new year's eve of 2019 in the Red Sea at a resort near the city of Hurgahda,inside the world of the wealthy where difficult situations and crises happen when...Read more",5 February,
111,Zenzana 7,2053759,5.3,115 minutes,"As Harby serves his sentence in prison, the friendship he forms with Mansour survives their incarceration and release. As they manage to make a name for themselves in the crime world, one of their...Read more",16 September,
112,Yom W Leila,2053246,5.5,99 minutes,"The story revolves around a policeman who's investigating some social issues, especially those related to the crises of the poor inside the Mawlid of Al-Sayeda Zainab and the problems they face.",6 January,
113,Lees Baghdad,2052844,6.9,102 minutes,"In an atmosphere of suspense and excitement, Yousef, Khaled, and Nadia embark on a journey to locate the tomb of Alexander the Great, which has been sought by everyone for years.",22 January,
114,Demagh Shetan,2052679,4.1,82 minutes,"A suspense drama about a family that has a tragic accident, which makes the family members get into a major conflict because of their involvement in a crime.",22 January,
115,High Fences,2050042,4.3,97 minutes,"A depiction of the different social paths and classes within the Egyptian society, shedding light on the intertwined lives and fates of people of different classes, while highlighting issues like the...Read more",20 November,
116,The Secret History Of Kawthar,2049699,0,Unreleased,,,
117,صعيدي في الجامعة الأمريكية 2,2047941,5.8,pre-production,,,
118,Baraet Raya We Sakina,2040428,0,in-production,,,
119,El Sandok El Aswad,2041229,5.8,90 minutes,"Two strangers break into Yasmine’s house determined to locate and steal an important object. She fights back and tries to escape, will she be successful?",28 October,
120,أهل العيب,2033923,0,pre-production,,,
121,Devil Hymns,2039433,0,pre-production,,,
122,جارة القمر,2025123,0,in-production,,,
123,The Hook-up,2064877,0,19 minutes,,,
124,Afandina,2064408,3.9,76 minutes,,,
125,The Profession,2060329,0,Released,,,
126,The Trap,2060240,0,20 minutes,,,
127,Sea of Dunes,2060227,0,4 minutes,,6 April,
128,Amin,2060188,0,16 minutes,The Ministry of Culture announces the discovery of a rare version of an incomplete film by legendry director Shadi Abdel Salam. Amin seeks to obtain the copy before it falls into the hands of a...Read more,,
129,Let’s Talk,2060176,6.4,98 minutes,"What begins as a normal conversation between the director and her daughter, quickly develops into a discussion that touches values like motherhood , generational communication and what it means to...Read more",23 November,
130,Sunday at Five,2059822,4.3,20 minutes,"The 30-year-old Hadil decides to take a risk and go to audition for Khairy Beshara, hoping to land a role in his new film, only to find herself at a crossroads as she goes through the audition.",15 March,
131,Habib,2059808,6.8,23 minutes,Habib is a barber in his late sixties who works in his own home barbershop. One day he decides to break his daily routine and go through an adventure to delight his wife. Habib seems to be in...Read more,29 October,
132,Enta Eih,2059750,5.5,80 minutes,"A comedy drama about an alien who comes to earth and asks people many questions in an innocent way, during that journey he makes friends with good people and enemies with bad ones.",16 October,
133,Lailet Hob,2059288,0,Unreleased,,,
134,Beyond the Raging Sea,2059248,0,70 minutes,,21 September,
135,You Will Die at 20,2059124,6.8,103 minutes,"In a small Sudanese village, Sakina takes her newborn Muzamil to a holy man to bless him, but the joyful occasion turns into a funeral when the man predicts that the boy will die at twenty. Muzamil is...Read more",4 March,
136,Be3elm El Wosol,2059095,5.1,98 minutes,"Hala has just become a mother, she suffers from depression after the imprisonment of her husband who she's trying to get him out, and her fear of abandonment since her father died, until she finds...Read more",26 February,
137,Pasta,2058967,5.5,5 minutes,,,
138,El Tayeb We Elshares We Elaoob,2058370,5.2,99 minutes,Three retired actors abruptly decide that they want to go back to acting and work together to make a movie about aliens. Will it earn them any recognition?,2 October,
139,Four Wheel Drive,2057952,4.1,95 minutes,"A father who had big dreams for his three children, returns after many years, only to find them living a different life from what he had envisioned. As the three brothers get involved in a terrorist...Read more",1 January,
140,Anta Habiby We Bas,2057823,2.6,81 minutes,"A comedy about famous artist Zico, who's forced to marry (Bossy), as their grandfather stipulated in his will that they have to get married to have an inheritance of five million pounds , and as...Read more",10 August,
141,Ramses Rah Fen,2057459,4.3,Released,"A documentary that follows the transfer of the statue of Ramses II from Ramses Square to the Grand Egyptian Museum, shedding light on the history of various presidents and kings, including their...Read more",17 October,
142,The Name Caller,2057363,0,60 minutes,,,
143,Sawah,2057246,6.2,100 minutes,"An Egyptian DJ who wins an invitation to take part in a big concert in Brussels, finds himself in Luxembourg instead. He gets into big trouble when he loses his passport and everyone thinks he is an...Read more",15 March,
144,Alfunduq alghamid,2057214,0,Unreleased,,,
145,Sound,2057211,0,75 minutes,,,
146,Khayaal Ma'atah,2056773,5.5,126 minutes,"The story revolves around a grandfather who stole a rare masterpiece belonging to the late singer (Umm Kulthum) in his youth. Years later, he finds himself chased by those who want to have this piece,...Read more",12 August,
147,7th Century Before Birth,2056692,7.6,55 minutes,,6 March,
148,Complex,2056323,0,30 minutes,,,
149,Qahwat Bursat Misr,2056281,4,90 minutes,"In this modern real-life drama, the intertwined lives of a group of regulars in a popular downtown café highlight the inner conflicts of their different personalities, and how they reflect the changes...Read more",26 June,
150,Khassesny shokran,2056267,4.3,94 minutes,,,
151,Ahlaa men Eltalaq,2055932,0,Unreleased,,,
152,The Demon,2055843,0,10 minutes,"Omar is a timid young man who catches feelings for Passant, but his timidness poses a stumbling block in the way of him confessing his love. Until one day, a supernatural creature emerges and promises...Read more",16 February,
153,Sab'e Alboromba,2055503,6.7,92 minutes,"Omar marries Nesma despite her father's objection. After the wedding ceremony, they're attacked by unknown men. During her escape, Nesma is injured. Awakening from a coma, she refuses to see...Read more",4 June,
154,Al-Felos,2055129,6.9,118 minutes,"Sief is a conman who is hired by the beautiful rich woman, Hala, to help her get her money back from another conman. Their relationship gets them entangled in a web of deceit as they start questioning...Read more",24 December,
155,Akhenaten Fi Marrakech,2055115,5.1,120 minutes,"When a famous singer is hired to perform in the closing ceremony of the Arabic Music Festival in Marrakesh, he soon finds himself falling victim to the machinations of a smuggler, who makes use of the...Read more",18 December,
156,Show Day,2055064,4,79 minutes,The film follows a major scam operation that takes place in one of the major theaters.,10 April,
157,Parking,2054548,0,Unreleased,,,
158,El Feel El Azraq 2,2054468,8.8,130 minutes,"Five years after the events of the first part, Dr. Yehia marries Lobna and is assigned to a new case from the 8-West Women's Ward. He finds that someone is trying to manipulate his life as well as...Read more",25 July,
159,Estedaa Wale Amr,2054216,4.8,98 minutes,"Amr's school principal summons his guardian to address the problems he keeps causing. His father, Ragheb, has problems with his wife Sarah, who wants to relive the early days of their love story...Read more",11 December,
160,Lama Benetweled,2054123,7.1,110 minutes,The story of three different ...Read more,23 October,
161,Casablanca,2054027,7.9,104 minutes,Three ...Read more,4 June,
162,Mohamed Hussein,2052720,6.3,96 minutes,"When world-renowned artist Sherif Kamal returns to Egypt after 37 years abroad, his step-daughter refuses to allow him to complete his last painting and takes revenge on him. However, she soon learns...Read more",4 June,
163,Hamlet Pharoan,2052708,5.6,110 minutes,"Yehia, known as Pharaoh, reassembles a group of six of his old friends, each with a unique combating skill, to travel to Syria under the pretense of bounty hunting. Their real mission is to save his...Read more",4 June,
164,Omar Khresto,2052495,3.5,90 minutes,"In this suspenseful thriller, a captain roaming the high seas receives threats from a terrorist organization that they will harm his daughter if he doesn’t assist them on a deadly mission to blow a...Read more",2 January,
165,Welad Rizk 2: A'wdat Osoud Al-Ard,2052471,8,128 minutes,"Three years after the events of the first part, the four brothers try their best to keep their oath to stay away from the life of crime. As one unexpected incident takes place in their lives,...Read more",8 August,
166,Qesat Hob,2052323,8.4,125 minutes,"Youssef, a successful engineer, loses his sight in a terrible accident, and he crosses paths with Gamila. As the two start developing feelings for one another, their love is tested.",13 February,
167,Watch out for the next,2052322,0,Unreleased,,,
168,El-Mamarr,2051732,8.5,150 minutes,"After the Six-Day War in June, 1967, Egypt lost Sinai to Israel. The Egyptian military then confronted the need to re-build its strategic, infrastructure and manpower abilities. The War of Attrition...Read more",4 June,
169,Eish Hayatak,2051193,7.2,110 minutes,"Ibrahim is a creative advertising professional who is extremely boring and reserved. As he embarks on a journey to win over his son who seems to prefer his stepfather, Ibrahim seizes the chance when...Read more",13 February,
170,Nadi El-Regal El-Serri,2051055,8.2,105 minutes,Adham helps a group of his friends join a getaway club for men called “The Secret Men’s Club”. But Adham's own marriage is in trouble as his wife of ten years starts following him to find out what...Read more,23 January,
171,Kazanova,2050653,4.1,101 minutes,A love story between a director and a fashion designer that faces an unexpected turn of events that threatens their romance.,17 April,
172,Saeat Reda,2050591,5,33 minutes,"In a local neighborhood, the mechanic Reda harbors unrequited feelings for Nour. When he finds an old clock that turns out to be an enchanted time machine, he goes back in time to win his girl’s...Read more",9 January,
173,Qarmat Bitamrmat,2050062,6.2,110 minutes,"Qarmouti builds a graveyard for his ancestors, and makes it a paid tourists attraction; this causes him lots of problems with the government. Meantime, a journalist videos an antiquities smuggling...Read more",16 January,
174,The Guest,2050051,6.4,99 minutes,A young man is invited for dinner with the family of Dr. Yehia Hussein Al-Tijani at the invitation of Yehia's lovestruck daughter. But Yehia is under a lot of pressure ever since his bold opinions...Read more,8 January,
175,122,2049915,6.5,95 minutes,"As love blossoms between a man from a simple background and a deaf and mute woman, they find themselves drawn into a world of crime. When they are injured in a terrible accident, they are rushed to...Read more",2 January,
176,Doctor Bes Bes,2049077,5.8,Released,,,
177,El Kenz 2: Al-Hobb wa Al-Maseer,2048727,7.3,128 minutes,"The sequel resumes with Hassan setting out to find the treasure buried in his father, Bashir Al-Katatni's mansion. The clues in the ancient papyrus documents are within the stories of Hatshepsut...Read more",10 August,
178,Khat Al-Mout,2047740,5.1,90 minutes,"A story about what is happening in Egypt and the Middle East in the wake of the revolutions of 2011, as well as the constant and ongoing struggle of the Masonic organizations and the countries...Read more",27 March,
179,Biat set,2046552,5.3,77 minutes,"A lot of evil organizations have awaited for the myth about the resurrection of Set, the God of Evil, to come true. For years, the blood of innocents has been shed as offerings in preparation for his...Read more",11 December,
180,Daght A'aly,2018733,4.1,105 minutes,"When a young electrical engineer accidentally gets electrocuted, he becomes a source of electric power for his entire neighborhood. As he falls in love with a girl whom he electrocuted, the government...Read more",3 April,
181,Contact,2068394,0,Released,,10 December,
182,Pale Colors,2060854,0,Released,,24 December,
183,Juzur Tarabulus,2057080,0,16 minutes,,,
184,Taaton Mn Baaed,2057077,0,84 minutes,,14 April,
185,Fe Studio Masr,2057069,0,95 minutes,,13 April,
186,Boody: The Sumo Pharaoh,2056566,6.4,60 minutes,,24 February,
187,Boody: The Sumo Pharaoh,2056566,6.4,60 minutes,,24 February,
188,Intense Practice to Improve Performance,2054916,0,Unreleased,,,
189,Experiment: SORRY,2054886,0,12 minutes,,Science Fiction,
190,No one is there,2054795,5.3,75 minutes,"On the streets of Cairo, Ahmed is helping a girl he doesn't know to get an abortion, while he's trying to come up with the money, he gets involved with a group led by a girl who wants to...Read more",16 April,
191,Kilo 64,2054788,0,61 minutes,,,
192,Samouni Road,2053667,0,126 minutes,,16 April,
193,Alhelm Albaed,2053666,4.2,85 minutes,"A look at the touristic city of Sharm El Sheikh in the aftermath of the 2011 Arab Spring and the Egyptian revolution, highlighting the devastating effects on tourism by depicting resort employees as...Read more",18 February,
194,Al Gamiya,2053663,0,79 minutes,"At one of Cairo’s poor neighborhoods, providing for daily life necessities is a true challenge; yet the sense of belonging among people is helping them keep things going somehow. They share this...Read more",1 August,
195,Manican,2053153,0,Unreleased,,,
196,Bein Bahrain,2052991,5.7,88 minutes,"On a visit to a suburb of Cairo, Zahraa's daughter has a tragic accident, and the mother tries to help the daughter overcome the adversity and continue her education.",16 October,
197,The Most Dangerous Man,2051923,5.5,90 minutes,Omar returns to Egypt after 28 years to take back his father's building which was seized by those who rented its apartments. When he fails to convince the owners of the bank that occupies the...Read more,11 July,
198,"We're Sorry, Sir",2051898,3.9,97 minutes,"A drama that depicts the life of a group of young people as they decide to be of use to society, but their benevolence is met with malevolence and threats.",9 May,
199,The 90th generation,2051855,0,19 minutes,,,
200,Wezo School,2051735,0,Unreleased,,,
201,The Wardrobe Man,2051677,4.3,50 minutes,"Bassem Yousri finds himself in the West Jutland area, in Denmark, on a research mission about the life of the peculiar Wardrobe Man; Kristian Vandet Jørgensen a hermit who lived in his wardrobe by the...Read more",17 February,
202,Kedba Bidaa (Masricani),2051546,6.4,100 minutes,"Ahmed falls in love with an American girl called Ashley whom he takes to Cairo for a family visit, causing many paradoxes due to the difference in customs and traditions. Ashley is surprised to learn...Read more",17 October,
203,AL-Abla Tamtam,2051400,4.8,109 minutes,"A group of prisoners breaks out of prison using an underground tunnel that leads them into a school. When they discover where they are, they decide to remain in the school until further notice, but...Read more",16 June,
204,Sargy margy,2051227,0,Released,,,
205,Shar Assal,2051096,6.6,102 minutes,"Yusuf and Dalia discover the high costs of their wedding, so they decide to use the money to go on a honeymoon instead. They choose the Malaysian capital of Kuala Lumpur, and when they get there,...Read more",21 March,
206,Lelyt Hana w Sorour,2051037,6.5,99 minutes,"Reda is a professional swindler who claims to be a businessman called Souror so that he could steal an antique statue. When he meets Hana, he claims that he is working for the General Intelligence...Read more",16 June,
207,Qalb Ommoh,2051036,7.3,104 minutes,"When Magdy is critically injured in a fight, the doctors struggle to save his life when he requires a heart transplant. But Younis' mother dies and the doctors transplant her heart to Magdy who...Read more",16 June,
208,El Kowayeseen,2051035,5.4,124 minutes,"Muftah and his sister Ghazal are a team of cons. When Muftah hears about a rare jewel that belongs to El-Kowayeseen family, he pretends to be the family's long lost son, Mazhar, to get close to...Read more",19 August,
209,Singers About Food,2050815,0,Unreleased,,,
210,Layl/ Khariji,2050756,6,98 minutes,"Moe, Tutu and Mustafa, cross paths during unusual circumstances. They get involved into events that were not taken into account by any of them, and witness a hidden and unknown side of the city.",19 December,
211,Is It Chemistry؟,2050637,0,Unreleased,,,
212,The Titans,2050502,0,Unreleased,,,
213,El Kowayeseen,2051035,5.4,124 minutes,"Muftah and his sister Ghazal are a team of cons. When Muftah hears about a rare jewel that belongs to El-Kowayeseen family, he pretends to be the family's long lost son, Mazhar, to get close to...Read more",19 August,
214,Singers About Food,2050815,0,Unreleased,,,
215,Layl/ Khariji,2050756,6,98 minutes,"Moe, Tutu and Mustafa, cross paths during unusual circumstances. They get involved into events that were not taken into account by any of them, and witness a hidden and unknown side of the city.",19 December,
216,Is It Chemistry؟,2050637,0,Unreleased,,,
217,The Titans,2050502,0,Unreleased,,,
218,GAREMET AL IMMOBILIA,2050421,5.8,123 minutes,"Kamel Helmi is a famous writer who lives in the famous Immobilia building. When he starts feeling lonely, he invites Samah, a girl he met on Facebook, to his apartment in an attempt to ease his...Read more",20 February,
219,Torbal Rayeh Jayy,2050323,5,105 minutes,"When Torbal and his brother Ghorbal take their mother to Cairo for medical care, and only resort to a quack to cure her illness, Torbal decides to become one himself – that leads to many hilarious...Read more",17 January,
220,رمسة كريم,2050172,0,pre-production,,,
221,Gedo Nahnoh,2050036,5.3,110 minutes,"When their wealthy grandfather dies, a group of young men discovers that he didn't leave them any money, only a will telling them to search for a hidden treasure. When they discover that their...Read more",17 January,
222,Yomeddine,2049932,8.1,97 minutes,"In the wake of his wife's death, a middle-aged Coptic leper named Beshay, who grew up in the confines of the leper colony, embarks on a journey across Egypt with his young Nubian friend, Obama,...Read more",24 September,
223,Bani Adam,2049762,7.1,114 minutes,"A thriller about the businessman Adam who faces criminal charges until the police enlist him for a critical mission. Will he deliver, or show an unexpected hidden side?",18 August,
224,El Badla,2049624,7.5,96 minutes,"When two friends decide to go to a costume party, they pick police uniforms to don as their costumes, only for their old classmates to mistake them for actual policemen, which puts them in many...Read more",20 August,
225,Khalawees,2049532,6.7,90 minutes,"Aly Hassan, a five-year old child, gets arrested for a name mix-up with a wanted criminal. His father rushes to free him, and clear the misunderstanding, while there’s a crazy media campaign to prove...Read more",17 January,
226,Matryoshka,2049146,0,100 minutes,"In the 90s, and following the dissolution of the Soviet Union and the resulting conflicts, four Russian girls travel to Egypt and start to mingle in the Egyptian society, developing a shared...Read more",17 November,
227,Souq Algouma'a,2049108,5.9,90 minutes,An inside look at the Friday Market that is frequented by poor people each week that offers a close-up look at merchants and how they deal with customers.,19 August,
228,The Cave,2048780,4.3,85 minutes,"A look into how people deal with each other and with the circumstances they face, as well as the role of friendship during these hardships, demonstrating the meaning of true friendship and how...Read more",21 February,
229,Harb Karmooz,2048650,8.2,116 minutes,"In the forties, a girl gets raped by a group of English soldiers. One of the English soldiers is held at the Karmouz police station in the custody of General Youssef Al-Masry. When General Adams has...Read more",16 June,
230,Nawrt Masr,2048615,3.9,88 minutes,"Hamed comes back home after fifteen years in Kuwait. When he reunites with his college friends, they go through many comedic situations together.",4 April,
231,Eyar Nari,2048167,6.8,97 minutes,"After a clash between demonstrators and security forces, a body from the clash is returned to the morgue. Forensic doctor, Yassin, writes his medical report stating that the victim was shot at close...Read more",3 October,
